Site Group,Topography Codes,Label,Topography,Morphology,Description
VENTRICLE,C715,"ML, SMALL B-CELL LYMPHOCYTIC",967,9670/3,"ML, small B lymphocytic, NOS"
VENTRICLE,C715,"ML, SMALL B-CELL LYMPHOCYTIC",967,9671/3,"ML, lymphoplasmacytic"
VENTRICLE,C715,"ML, SMALL B-CELL LYMPHOCYTIC",967,9673/3,Mantle cell lymphoma
VENTRICLE,C715,"ML, SMALL B-CELL LYMPHOCYTIC",967,9675/3,"ML, mixed sm. and lg. cell, diffuse"
VENTRICLE,C715,"ML, LARGE B-CELL, DIFFUSE",968,9680/3,"ML, large B-cell, diffuse"
VENTRICLE,C715,"ML, LARGE B-CELL, DIFFUSE",968,9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
VENTRICLE,C715,"ML, LARGE B-CELL, DIFFUSE",968,9687/3,"Burkitt lymphoma, NOS"
VENTRICLE,C715,"ML, LARGE B-CELL, DIFFUSE",968,9688/3,T-cell histiocyte rich large B-cell lymphoma
VENTRICLE,C715,"FOLLIC. & MARGINAL LYMPH, NOS",969,9690/3,"Follicular lymphoma, NOS"
VENTRICLE,C715,"FOLLIC. & MARGINAL LYMPH, NOS",969,9691/3,"Follicular lymphoma, grade 2"
VENTRICLE,C715,"FOLLIC. & MARGINAL LYMPH, NOS",969,9695/3,"Follicular lymphoma, grade 1"
VENTRICLE,C715,"FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
VENTRICLE,C715,"FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
VENTRICLE,C715,T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
VENTRICLE,C715,T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
VENTRICLE,C715,T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
VENTRICLE,C715,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9712/3,Intravascular large B-cell lymphoma
VENTRICLE,C715,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
VENTRICLE,C715,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9715/3,"Anaplastic large cell lymphoma, ALK negative"
VENTRICLE,C715,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
VENTRICLE,C715,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
VENTRICLE,C715,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
VENTRICLE,C715,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9728/3,Precursor B-cell lymphoblastic lymphoma
VENTRICLE,C715,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9729/3,Precursor T-cell lymphoblastic lymphoma
VENTRICLE,C715,PLASMA CELL TUMORS,973,9731/3,"Plasmacytoma, NOS"
VENTRICLE,C715,PLASMA CELL TUMORS,973,9734/3,"Plasmacytoma, extramedullary"
VENTRICLE,C715,PLASMA CELL TUMORS,973,9735/3,Plasmablastic lymphoma
VENTRICLE,C715,PLASMA CELL TUMORS,973,9737/3,ALK positive large B-cell lymphoma
VENTRICLE,C715,PLASMA CELL TUMORS,973,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
VENTRICLE,C715,MAST CELL TUMORS,974,9749/1,Juvenile xanthogranuloma
VENTRICLE,C715,MAST CELL TUMORS,974,9749/3,Erdhiem-Chester Disease
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9750/3,Malignant histiocytosis
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9751/3,"Langerhans cell histiocytosis, NOS"
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9754/3,"Langerhans cell histiocytosis, disseminated"
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9755/3,Histiocytic sarcoma
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9756/3,Langerhans cell sarcoma
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9757/3,Interdigitating dendritic cell sarcoma
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9758/3,Follicular dendritic cell sarcoma
VENTRICLE,C715,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9759/3,Fibroblastic reticular cell tumor
VENTRICLE,C715,IMMUNOPROLIFERATIVE DISEASES,976,9766/3,"Lymphomatoid granulomatosis, grade 3"
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
VENTRICLE,C715,PRECURSOR LYMPHOID NEOPLASMS,981,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
VENTRICLE,C715,"LYMPHOID LEUKEMIA, NOS",982,9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
VENTRICLE,C715,PROLYMPH/PRECURS LEUKEMIA,983,9831/3,T-cell large granular lymphocytic leukemia
VENTRICLE,C715,PROLYMPH/PRECURS LEUKEMIA,983,9837/3,T lymphoblastic leukemia/lymphoma
VENTRICLE,C715,CHRONIC MYELOPROLIFERATIVE DIS.,996,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
VENTRICLE,C715,CHRONIC MYELOPROLIFERATIVE DIS.,996,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
VENTRICLE,C715,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9971/3,Polymorphic PTLD
VENTRICLE,C715,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
CEREBELLUM,C716,NEOPLASM,800,8000/0,"Neoplasm, benign"
CEREBELLUM,C716,NEOPLASM,800,8000/1,"Neoplasm, uncertain whether benign or malignant"
CEREBELLUM,C716,NEOPLASM,800,8000/3,"Neoplasm, malignant"
CEREBELLUM,C716,NEOPLASM,800,8001/0,"Tumor cells, benign"
CEREBELLUM,C716,NEOPLASM,800,8001/1,"Tumor cells, uncertain whether benign or malignant"
CEREBELLUM,C716,NEOPLASM,800,8001/3,"Tumor cells, malignant"
CEREBELLUM,C716,NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
CEREBELLUM,C716,"SARCOMA, NOS",880,8800/0,"Soft tissue tumor, benign"
CEREBELLUM,C716,"SARCOMA, NOS",880,8800/3,"Sarcoma, NOS"
CEREBELLUM,C716,"SARCOMA, NOS",880,8805/3,Undifferentiated sarcoma
CEREBELLUM,C716,"SARCOMA, NOS",880,8806/3,Desmoplastic small round cell tumor
CEREBELLUM,C716,FIBROMATOUS NEOPLASMS,881,8810/3,"Fibrosarcoma, NOS"
CEREBELLUM,C716,FIBROMATOUS NEOPLASMS,881,8815/0,Solitary fibrous tumor
CEREBELLUM,C716,"SARCOMA, NOS",882,8825/3,Myofibroblastic sarcoma
CEREBELLUM,C716,LIPOSARCOMA NEOPLASMS,885,8850/0,"Lipoma, NOS"
CEREBELLUM,C716,TERATOMA,908,9080/0,"Teratoma, benign"
CEREBELLUM,C716,TERATOMA,908,9080/1,"Teratoma, NOS"
CEREBELLUM,C716,TERATOMA,908,9080/3,"Teratoma, malignant, NOS"
CEREBELLUM,C716,TERATOMA,908,9084/0,"Dermoid cyst, NOS"
CEREBELLUM,C716,BLOOD VESSEL TUMORS,912,9120/0,"Hemangioma, NOS"
CEREBELLUM,C716,HEMANGIOENDOTHELIOMA,913,9131/0,Capillary hemangioma
CEREBELLUM,C716,HEMANGIOPERICYTOMA,915,9150/1,"Hemangiopericytoma, NOS"
CEREBELLUM,C716,HEMANGIOBLASTOMA,916,9161/1,Hemangioblastoma
CEREBELLUM,C716,CHORDOMA,937,9370/3,"Chordoma, NOS"
CEREBELLUM,C716,CHORDOMA,937,9371/3,Chondroid chordoma
CEREBELLUM,C716,CHORDOMA,937,9372/3,Dedifferentiated chordoma
CEREBELLUM,C716,GLIOMA,938,9380/3,"Glioma, malignant"
CEREBELLUM,C716,GLIOMA,938,9381/3,Gliomatosis cerebri
CEREBELLUM,C716,GLIOMA,938,9382/3,Mixed glioma
CEREBELLUM,C716,GLIOMA,938,9383/1,Subependymoma
CEREBELLUM,C716,GLIOMA,938,9385/3,"Diffuse midline glioma, H3 K27M-mutant"
CEREBELLUM,C716,"EPENDYMOMA, NOS",939,9391/3,"Ependymoma, NOS"
CEREBELLUM,C716,"EPENDYMOMA, NOS",939,9392/3,"Ependymoma, anaplastic"
CEREBELLUM,C716,"EPENDYMOMA, NOS",939,9393/3,Papillary ependymoma
CEREBELLUM,C716,"EPENDYMOMA, NOS",939,9396/3,"Ependymoma, RELA fusion-positive"
CEREBELLUM,C716,"ASTROCYTOMA, NOS",940,9400/3,"Astrocytoma, NOS"
CEREBELLUM,C716,"ASTROCYTOMA, NOS",940,9401/3,"Astrocytoma, anaplastic"
CEREBELLUM,C716,PROTOPLASMIC ASTROCYTOMA,941,9410/3,Protoplasmic astrocytoma
CEREBELLUM,C716,PROTOPLASMIC ASTROCYTOMA,941,9411/3,Gemistocytic astrocytoma
CEREBELLUM,C716,FIBRILLARY ASTROCYTOMA,942,9420/3,Fibrillary astrocytoma
CEREBELLUM,C716,FIBRILLARY ASTROCYTOMA,942,9421/1,Pilocytic astrocytoma
CEREBELLUM,C716,FIBRILLARY ASTROCYTOMA,942,9421/3,Pilocytic astrocytoma
CEREBELLUM,C716,FIBRILLARY ASTROCYTOMA,942,9424/3,Pleomorphic xanthoastrocytoma
CEREBELLUM,C716,FIBRILLARY ASTROCYTOMA,942,9425/3,Pilomyxoid astrocytoma
CEREBELLUM,C716,ASTROBLASTOMA,943,9430/3,Astroblastoma
CEREBELLUM,C716,ASTROBLASTOMA,943,9431/1,Angiocentric glioma
CEREBELLUM,C716,"GLIOBLASTOMA, NOS",944,9440/3,"Glioblastoma, NOS"
CEREBELLUM,C716,"GLIOBLASTOMA, NOS",944,9441/3,Giant cell glioblastoma
CEREBELLUM,C716,"GLIOBLASTOMA, NOS",944,9442/3,Gliosarcoma
CEREBELLUM,C716,"GLIOBLASTOMA, NOS",944,9445/3,"Glioblastoma, IDH-mutant"
CEREBELLUM,C716,"OLIGODENDROGLIOMA, NOS",945,9450/3,"Oligodendroglioma, NOS"
CEREBELLUM,C716,"OLIGODENDROGLIOMA, NOS",945,9451/3,"Oligodendroglioma, anaplastic"
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9470/3,"Medulloblastoma, NOS"
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9471/3,Desmoplastic medulloblastoma
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9472/3,Medullomyoblastoma
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9473/3,Primitive neuroectodermal tumor
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9474/3,Large cell medulloblastoma
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9475/3,"Medulloblastoma, WNT-activated"
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9476/3,"Medulloblastoma, SHH-activated and TP53-mutant"
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9477/3,"Medulloblastoma, non-WNT/non-SHH"
CEREBELLUM,C716,"MEDULLOBLASTOMA, NOS",947,9478/3,"Embryonal tumor with multilayered rosettes, NOS"
CEREBELLUM,C716,"CEREBELLAR SARCOMA, NOS",948,9480/3,"Cerebellar sarcoma, NOS"
CEREBELLUM,C716,GANGLIONEUROBLASTOMA,949,9490/0,Ganglioneuroma
CEREBELLUM,C716,GANGLIONEUROBLASTOMA,949,9490/3,Ganglioneuroblastoma
CEREBELLUM,C716,GANGLIONEUROBLASTOMA,949,9492/0,Gangliocytoma
CEREBELLUM,C716,GANGLIONEUROBLASTOMA,949,9493/0,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9500/3,"Neuroblastoma, NOS"
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9501/3,"Medulloepithelioma, NOS"
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9502/3,Teratoid medulloepithelioma
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9503/3,"Neuroepithelioma, NOS"
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9505/1,"Ganglioglioma, NOS"
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9506/1,Centrol neurocytoma
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9508/3,Atypical teratoid/rhabdoid tumor
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9509/0,Multinodular and vacuolating neuronal tumor
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9509/1,Papillary glioneuronal tumor
CEREBELLUM,C716,"NEUROBLASTOMA, NOS",950,9509/3,Diffuse leptomeningeal glioneuronal tumor
CEREBELLUM,C716,"MALIGNANT LYMPHOMA, NOS",959,9590/3,"Malignant lymphoma, NOS"
CEREBELLUM,C716,"MALIGNANT LYMPHOMA, NOS",959,9591/3,"Malignant lymphoma, non-Hodgkin"
CEREBELLUM,C716,"MALIGNANT LYMPHOMA, NOS",959,9596/3,Composite Hodgkin and non-Hodgkin lymphoma
CEREBELLUM,C716,"ML, SMALL B-CELL LYMPHOCYTIC",967,9670/3,"ML, small B lymphocytic, NOS"
CEREBELLUM,C716,"ML, SMALL B-CELL LYMPHOCYTIC",967,9671/3,"ML, lymphoplasmacytic"
CEREBELLUM,C716,"ML, SMALL B-CELL LYMPHOCYTIC",967,9673/3,Mantle cell lymphoma
CEREBELLUM,C716,"ML, SMALL B-CELL LYMPHOCYTIC",967,9675/3,"ML, mixed sm. and lg. cell, diffuse"
CEREBELLUM,C716,"ML, LARGE B-CELL, DIFFUSE",968,9680/3,"ML, large B-cell, diffuse"
CEREBELLUM,C716,"ML, LARGE B-CELL, DIFFUSE",968,9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
CEREBELLUM,C716,"ML, LARGE B-CELL, DIFFUSE",968,9687/3,"Burkitt lymphoma, NOS"
CEREBELLUM,C716,"ML, LARGE B-CELL, DIFFUSE",968,9688/3,T-cell histiocyte rich large B-cell lymphoma
CEREBELLUM,C716,"FOLLIC. & MARGINAL LYMPH, NOS",969,9690/3,"Follicular lymphoma, NOS"
CEREBELLUM,C716,"FOLLIC. & MARGINAL LYMPH, NOS",969,9691/3,"Follicular lymphoma, grade 2"
CEREBELLUM,C716,"FOLLIC. & MARGINAL LYMPH, NOS",969,9695/3,"Follicular lymphoma, grade 1"
CEREBELLUM,C716,"FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
CEREBELLUM,C716,"FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
CEREBELLUM,C716,T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
CEREBELLUM,C716,T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
CEREBELLUM,C716,T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
CEREBELLUM,C716,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9712/3,Intravascular large B-cell lymphoma
CEREBELLUM,C716,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
CEREBELLUM,C716,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9715/3,"Anaplastic large cell lymphoma, ALK negative"
CEREBELLUM,C716,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
CEREBELLUM,C716,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
CEREBELLUM,C716,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
CEREBELLUM,C716,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9728/3,Precursor B-cell lymphoblastic lymphoma
CEREBELLUM,C716,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9729/3,Precursor T-cell lymphoblastic lymphoma
CEREBELLUM,C716,PLASMA CELL TUMORS,973,9731/3,"Plasmacytoma, NOS"
CEREBELLUM,C716,PLASMA CELL TUMORS,973,9734/3,"Plasmacytoma, extramedullary"
CEREBELLUM,C716,PLASMA CELL TUMORS,973,9735/3,Plasmablastic lymphoma
CEREBELLUM,C716,PLASMA CELL TUMORS,973,9737/3,ALK positive large B-cell lymphoma
CEREBELLUM,C716,PLASMA CELL TUMORS,973,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
CEREBELLUM,C716,MAST CELL TUMORS,974,9749/3,Erdhiem-Chester Disease
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9750/3,Malignant histiocytosis
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9751/3,"Langerhans cell histiocytosis, NOS"
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9754/3,"Langerhans cell histiocytosis, disseminated"
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9755/3,Histiocytic sarcoma
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9756/3,Langerhans cell sarcoma
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9757/3,Interdigitating dendritic cell sarcoma
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9758/3,Follicular dendritic cell sarcoma
CEREBELLUM,C716,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9759/3,Fibroblastic reticular cell tumor
CEREBELLUM,C716,IMMUNOPROLIFERATIVE DISEASES,976,9766/3,"Lymphomatoid granulomatosis, grade 3"
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
CEREBELLUM,C716,PRECURSOR LYMPHOID NEOPLASMS,981,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
CEREBELLUM,C716,"LYMPHOID LEUKEMIA, NOS",982,9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
CEREBELLUM,C716,PROLYMPH/PRECURS LEUKEMIA,983,9831/3,T-cell large granular lymphocytic leukemia
CEREBELLUM,C716,PROLYMPH/PRECURS LEUKEMIA,983,9837/3,T lymphoblastic leukemia/lymphoma
CEREBELLUM,C716,CHRONIC MYELOPROLIFERATIVE DIS.,996,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
CEREBELLUM,C716,CHRONIC MYELOPROLIFERATIVE DIS.,996,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
CEREBELLUM,C716,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9971/3,Polymorphic PTLD
CEREBELLUM,C716,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8000/0,"Neoplasm, benign"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8000/1,"Neoplasm, uncertain whether benign or malignant"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8000/3,"Neoplasm, malignant"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8001/0,"Tumor cells, benign"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8001/1,"Tumor cells, uncertain whether benign or malignant"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8001/3,"Tumor cells, malignant"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8002/3,"Malignant tumor, small cell type"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8003/3,"Malignant tumor, giant cell type"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8004/3,"Malignant tumor, spindle cell type"
OTHER NERVOUS SYSTEM,C728-C729,NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8800/0,"Soft tissue tumor, benign"
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8800/3,"Sarcoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8801/3,Spindle cell sarcoma
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8802/3,Giant cell sarcoma
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8803/3,Small cell sarcoma
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8804/3,Epithelioid sarcoma
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8805/3,Undifferentiated sarcoma
OTHER NERVOUS SYSTEM,C728-C729,"SARCOMA, NOS",880,8806/3,Desmoplastic small round cell tumor
OTHER NERVOUS SYSTEM,C728-C729,LIPOSARCOMA NEOPLASMS,885,8850/0,"Lipoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,LIPOSARCOMA NEOPLASMS,885,8850/1,Atypical lipoma
OTHER NERVOUS SYSTEM,C728-C729,LIPOSARCOMA NEOPLASMS,885,8850/3,"Liposarcoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,ANGIOLIPOMA,886,8861/0,"Angiolipoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,MYOMATOUS NEOPLASMS,889,8890/0,"Leiomyoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,MYOMATOUS NEOPLASMS,889,8890/1,"Leiomyomatosis, nOS"
OTHER NERVOUS SYSTEM,C728-C729,MYOMATOUS NEOPLASMS,889,8890/3,"Leiomyosarcoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,MYOMATOUS NEOPLASMS,889,8897/1,"Smooth muscle tumor, NOS"
OTHER NERVOUS SYSTEM,C728-C729,"RHABDOMYOSARCOMA, NOS",890,8900/0,"Rhabdomyoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,"RHABDOMYOSARCOMA, NOS",890,8900/3,"Rhabdomyosarcoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,EMBRYONAL RHABDOMYOSARCOMA,891,8910/3,Embryonal rhabdomyosarcoma
OTHER NERVOUS SYSTEM,C728-C729,ALVEOLAR RHABDOMYOSARCOMA,892,8920/3,Alveolar rhabdomyosarcoma
OTHER NERVOUS SYSTEM,C728-C729,GERM CELL TUMORS,906,9064/3,Germinoma
OTHER NERVOUS SYSTEM,C728-C729,TERATOMA,908,9080/1,"Teratoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,TERATOMA,908,9080/3,"Teratoma, malignant, NOS"
OTHER NERVOUS SYSTEM,C728-C729,TERATOMA,908,9082/3,"Malignant teratoma, undiff."
OTHER NERVOUS SYSTEM,C728-C729,TERATOMA,908,9084/0,"Dermoid cyst, NOS"
OTHER NERVOUS SYSTEM,C728-C729,TERATOMA,908,9084/3,Teratoma with malig. transformation
OTHER NERVOUS SYSTEM,C728-C729,BLOOD VESSEL TUMORS,912,9120/0,"Hemangioma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,BLOOD VESSEL TUMORS,912,9120/3,Hemangiosarcoma
OTHER NERVOUS SYSTEM,C728-C729,BLOOD VESSEL TUMORS,912,9121/0,Cavernous hemangioma
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOENDOTHELIOMA,913,9130/0,"Hemangioendothelioma, benign"
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOENDOTHELIOMA,913,9130/1,"Hemangioendothelioma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOENDOTHELIOMA,913,9130/3,"Hemangioendothelioma, malignant"
OTHER NERVOUS SYSTEM,C728-C729,KAPOSI SARCOMA,914,9140/3,Kaposi sarcoma
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOPERICYTOMA,915,9150/0,"Hemangiopericytoma, benign"
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOPERICYTOMA,915,9150/1,"Hemangiopericytoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOPERICYTOMA,915,9150/3,"Hemangiopericytoma, malignant"
OTHER NERVOUS SYSTEM,C728-C729,HEMANGIOBLASTOMA,916,9161/1,Hemangioblastoma
OTHER NERVOUS SYSTEM,C728-C729,EWING SARCOMA,926,9260/3,Ewing sarcoma
OTHER NERVOUS SYSTEM,C728-C729,CHORDOMA,937,9370/3,"Chordoma, NOS"
OTHER NERVOUS SYSTEM,C728-C729,CHORDOMA,937,9371/3,Chondroid chordoma
OTHER NERVOUS SYSTEM,C728-C729,CHORDOMA,937,9372/3,Dedifferentiated chordoma
OTHER NERVOUS SYSTEM,C728-C729,"NEUROBLASTOMA, NOS",950,9500/3,"Neuroblastoma, NOS"
