Category Key,Category Name,Group Key,Group Name,Description
diagnosis,Diagnosis ICD-10,T20.1,T20.1,Burn of first degree of head and neck
diagnosis,Diagnosis ICD-10,T20.2,T20.2,Burn of second degree of head and neck
diagnosis,Diagnosis ICD-10,T20.3,T20.3,Burn of third degree of head and neck
diagnosis,Diagnosis ICD-10,T20.4,T20.4,Corrosion of unspecified degree of head and neck
diagnosis,Diagnosis ICD-10,T20.5,T20.5,Corrosion of first degree of head and neck
diagnosis,Diagnosis ICD-10,T20.6,T20.6,Corrosion of second degree of head and neck
diagnosis,Diagnosis ICD-10,T20.7,T20.7,Corrosion of third degree of head and neck
diagnosis,Diagnosis ICD-10,T20,T20,Burn and corrosion of head and neck
diagnosis,Diagnosis ICD-10,T21.%,T21.%,Burn and corrosion of trunk
diagnosis,Diagnosis ICD-10,T21.0,T21.0,Burn of unspecified degree of trunk
diagnosis,Diagnosis ICD-10,T21.1,T21.1,Burn of first degree of trunk
diagnosis,Diagnosis ICD-10,T21.2,T21.2,Burn of second degree of trunk
diagnosis,Diagnosis ICD-10,T21.3,T21.3,Burn of third degree of trunk
diagnosis,Diagnosis ICD-10,T21.4,T21.4,Corrosion of unspecified degree of trunk
diagnosis,Diagnosis ICD-10,T21.5,T21.5,Corrosion of first degree of trunk
diagnosis,Diagnosis ICD-10,T21.6,T21.6,Corrosion of second degree of trunk
diagnosis,Diagnosis ICD-10,T21.7,T21.7,Corrosion of third degree of trunk
diagnosis,Diagnosis ICD-10,T21,T21,Burn and corrosion of trunk
diagnosis,Diagnosis ICD-10,T22.%,T22.%,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.0,T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.1,T22.1,"Burn of first degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.2,T22.2,"Burn of second degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.3,T22.3,"Burn of third degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.4,T22.4,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.5,T22.5,"Corrosion of first degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.6,T22.6,"Corrosion of second degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22.7,T22.7,"Corrosion of third degree of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T22,T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
diagnosis,Diagnosis ICD-10,T23.%,T23.%,Burn and corrosion of wrist and hand
diagnosis,Diagnosis ICD-10,T23.0,T23.0,Burn of unspecified degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.1,T23.1,Burn of first degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.2,T23.2,Burn of second degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.3,T23.3,Burn of third degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.4,T23.4,Corrosion of unspecified degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.5,T23.5,Corrosion of first degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.6,T23.6,Corrosion of second degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23.7,T23.7,Corrosion of third degree of wrist and hand
diagnosis,Diagnosis ICD-10,T23,T23,Burn and corrosion of wrist and hand
diagnosis,Diagnosis ICD-10,T24.%,T24.%,"Burn and corrosion of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.0,T24.0,"Burn of unspecified degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.1,T24.1,"Burn of first degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.2,T24.2,"Burn of second degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.3,T24.3,"Burn of third degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.4,T24.4,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.5,T24.5,"Corrosion of first degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.6,T24.6,"Corrosion of second degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24.7,T24.7,"Corrosion of third degree of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T24,T24,"Burn and corrosion of hip and lower limb, except ankle and foot"
diagnosis,Diagnosis ICD-10,T25.%,T25.%,Burn and corrosion of ankle and foot
diagnosis,Diagnosis ICD-10,T25.0,T25.0,Burn of unspecified degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.1,T25.1,Burn of first degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.2,T25.2,Burn of second degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.3,T25.3,Burn of third degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.4,T25.4,Corrosion of unspecified degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.5,T25.5,Corrosion of first degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.6,T25.6,Corrosion of second degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25.7,T25.7,Corrosion of third degree of ankle and foot
diagnosis,Diagnosis ICD-10,T25,T25,Burn and corrosion of ankle and foot
diagnosis,Diagnosis ICD-10,T26.%,T26.%,Burn and corrosion confined to eye and adnexa
diagnosis,Diagnosis ICD-10,T26.0,T26.0,Burn of eyelid and periocular area
diagnosis,Diagnosis ICD-10,T26.1,T26.1,Burn of cornea and conjunctival sac
diagnosis,Diagnosis ICD-10,T26.2,T26.2,Burn with resulting rupture and destruction of eyeball
diagnosis,Diagnosis ICD-10,T26.3,T26.3,Burn of other parts of eye and adnexa
diagnosis,Diagnosis ICD-10,T26.4,T26.4,"Burn of eye and adnexa, part unspecified"
diagnosis,Diagnosis ICD-10,T26.5,T26.5,Corrosion of eyelid and periocular area
diagnosis,Diagnosis ICD-10,T26.6,T26.6,Corrosion of cornea and conjunctival sac
diagnosis,Diagnosis ICD-10,T26.7,T26.7,Corrosion with resulting rupture and destruction of eyeball
diagnosis,Diagnosis ICD-10,T26.8,T26.8,Corrosion of other parts of eye and adnexa
diagnosis,Diagnosis ICD-10,T26.9,T26.9,"Corrosion of eye and adnexa, part unspecified"
diagnosis,Diagnosis ICD-10,T26,T26,Burn and corrosion confined to eye and adnexa
diagnosis,Diagnosis ICD-10,T27.%,T27.%,Burn and corrosion of respiratory tract
diagnosis,Diagnosis ICD-10,T27.0,T27.0,Burn of larynx and trachea
diagnosis,Diagnosis ICD-10,T27.1,T27.1,Burn involving larynx and trachea with lung
diagnosis,Diagnosis ICD-10,T27.2,T27.2,Burn of other parts of respiratory tract
diagnosis,Diagnosis ICD-10,T27.3,T27.3,"Burn of respiratory tract, part unspecified"
diagnosis,Diagnosis ICD-10,T27.4,T27.4,Corrosion of larynx and trachea
diagnosis,Diagnosis ICD-10,T27.5,T27.5,Corrosion involving larynx and trachea with lung
diagnosis,Diagnosis ICD-10,T27.6,T27.6,Corrosion of other parts of respiratory tract
diagnosis,Diagnosis ICD-10,T27.7,T27.7,"Corrosion of respiratory tract, part unspecified"
diagnosis,Diagnosis ICD-10,T27,T27,Burn and corrosion of respiratory tract
diagnosis,Diagnosis ICD-10,T28.%,T28.%,Burn and corrosion of other internal organs
diagnosis,Diagnosis ICD-10,T28.0,T28.0,Burn of mouth and pharynx
diagnosis,Diagnosis ICD-10,T28.1,T28.1,Burn of oesophagus
diagnosis,Diagnosis ICD-10,T28.2,T28.2,Burn of other parts of alimentary tract
diagnosis,Diagnosis ICD-10,T28.3,T28.3,Burn of internal genitourinary organs
diagnosis,Diagnosis ICD-10,T28.4,T28.4,Burn of other and unspecified internal organs
diagnosis,Diagnosis ICD-10,T28.5,T28.5,Corrosion of mouth and pharynx
diagnosis,Diagnosis ICD-10,T28.6,T28.6,Corrosion of oesophagus
diagnosis,Diagnosis ICD-10,T28.7,T28.7,Corrosion of other parts of alimentary tract
diagnosis,Diagnosis ICD-10,T28.8,T28.8,Corrosion of internal genitourinary organs
diagnosis,Diagnosis ICD-10,T28.9,T28.9,Corrosion of other and unspecified internal organs
diagnosis,Diagnosis ICD-10,T28,T28,Burn and corrosion of other internal organs
diagnosis,Diagnosis ICD-10,T29.%,T29.%,Burns and corrosions of multiple body regions
diagnosis,Diagnosis ICD-10,T29.0,T29.0,"Burns of multiple regions, unspecified degree"
diagnosis,Diagnosis ICD-10,T29.1,T29.1,"Burns of multiple regions, no more than first-degree burns mentioned"
diagnosis,Diagnosis ICD-10,T29.2,T29.2,"Burns of multiple regions, no more than second-degree burns mentioned"
diagnosis,Diagnosis ICD-10,T29.3,T29.3,"Burns of multiple regions, at least one burn of third degree mentioned"
diagnosis,Diagnosis ICD-10,T29.4,T29.4,"Corrosions of multiple regions, unspecified degree"
diagnosis,Diagnosis ICD-10,T29.5,T29.5,"Corrosions of multiple regions, no more than first-degree corrosions mentioned"
diagnosis,Diagnosis ICD-10,T29.6,T29.6,"Corrosions of multiple regions, no more than second-degree corrosions mentioned"
diagnosis,Diagnosis ICD-10,T29.7,T29.7,"Corrosions of multiple regions, at least one corrosion of third degree mentioned"
diagnosis,Diagnosis ICD-10,T29,T29,Burns and corrosions of multiple body regions
diagnosis,Diagnosis ICD-10,T30.%,T30.%,"Burn and corrosion, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.0,T30.0,"Burn of unspecified body region, unspecified degree"
diagnosis,Diagnosis ICD-10,T30.1,T30.1,"Burn of first degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.2,T30.2,"Burn of second degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.3,T30.3,"Burn of third degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.4,T30.4,"Corrosion of unspecified body region, unspecified degree"
diagnosis,Diagnosis ICD-10,T30.5,T30.5,"Corrosion of first degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.6,T30.6,"Corrosion of second degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30.7,T30.7,"Corrosion of third degree, body region unspecified"
diagnosis,Diagnosis ICD-10,T30,T30,"Burn and corrosion, body region unspecified"
diagnosis,Diagnosis ICD-10,T33.%,T33.%,Superficial frostbite
diagnosis,Diagnosis ICD-10,T33.0,T33.0,Superficial frostbite of head
diagnosis,Diagnosis ICD-10,T33.1,T33.1,Superficial frostbite of neck
diagnosis,Diagnosis ICD-10,T33.2,T33.2,Superficial frostbite of thorax
diagnosis,Diagnosis ICD-10,T33.3,T33.3,"Superficial frostbite of abdominal wall, lower back and pelvis"
diagnosis,Diagnosis ICD-10,T33.4,T33.4,Superficial frostbite of arm
diagnosis,Diagnosis ICD-10,T33.5,T33.5,Superficial frostbite of wrist and hand
diagnosis,Diagnosis ICD-10,T33.6,T33.6,Superficial frostbite of hip and thigh
diagnosis,Diagnosis ICD-10,T33.7,T33.7,Superficial frostbite of knee and lower leg
diagnosis,Diagnosis ICD-10,T33.8,T33.8,Superficial frostbite of ankle and foot
diagnosis,Diagnosis ICD-10,T33.9,T33.9,Superficial frostbite of other and unspecified sites
diagnosis,Diagnosis ICD-10,T33,T33,Superficial frostbite
diagnosis,Diagnosis ICD-10,T34.%,T34.%,Frostbite with tissue necrosis
diagnosis,Diagnosis ICD-10,T34.0,T34.0,Frostbite with tissue necrosis of head
diagnosis,Diagnosis ICD-10,T34.1,T34.1,Frostbite with tissue necrosis of neck
diagnosis,Diagnosis ICD-10,T34.2,T34.2,Frostbite with tissue necrosis of thorax
diagnosis,Diagnosis ICD-10,T34.3,T34.3,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis"
diagnosis,Diagnosis ICD-10,T34.4,T34.4,Frostbite with tissue necrosis of arm
diagnosis,Diagnosis ICD-10,T34.5,T34.5,Frostbite with tissue necrosis of wrist and hand
diagnosis,Diagnosis ICD-10,T34.6,T34.6,Frostbite with tissue necrosis of hip and thigh
diagnosis,Diagnosis ICD-10,T34.7,T34.7,Frostbite with tissue necrosis of knee and lower leg
diagnosis,Diagnosis ICD-10,T34.8,T34.8,Frostbite with tissue necrosis of ankle and foot
diagnosis,Diagnosis ICD-10,T34.9,T34.9,Frostbite with tissue necrosis of other and unspecified sites
diagnosis,Diagnosis ICD-10,T34,T34,Frostbite with tissue necrosis
diagnosis,Diagnosis ICD-10,T35.%,T35.%,Frostbite involving multiple body regions and unspecified frostbite
diagnosis,Diagnosis ICD-10,T35.0,T35.0,Superficial frostbite involving multiple body regions
diagnosis,Diagnosis ICD-10,T35.1,T35.1,Frostbite with tissue necrosis involving multiple body regions
diagnosis,Diagnosis ICD-10,T35.2,T35.2,Unspecified frostbite of head and neck
diagnosis,Diagnosis ICD-10,T35.3,T35.3,"Unspecified frostbite of thorax, abdomen, lower back and pelvis"
diagnosis,Diagnosis ICD-10,T35.4,T35.4,Unspecified frostbite of upper limb
diagnosis,Diagnosis ICD-10,T35.5,T35.5,Unspecified frostbite of lower limb
diagnosis,Diagnosis ICD-10,T35.6,T35.6,Unspecified frostbite involving multiple body regions
diagnosis,Diagnosis ICD-10,T35.7,T35.7,Unspecified frostbite of unspecified site
diagnosis,Diagnosis ICD-10,T35,T35,Frostbite involving multiple body regions and unspecified frostbite
diagnosis,Diagnosis ICD-10,T36.%,T36.%,Poisoning by systemic antibiotics
diagnosis,Diagnosis ICD-10,T36.0,T36.0,Poisoning: Penicillins
diagnosis,Diagnosis ICD-10,T36.1,T36.1,Poisoning: Cefalosporins and other beta-lactam antibiotics
diagnosis,Diagnosis ICD-10,T36.2,T36.2,Poisoning: Chloramphenicol group
diagnosis,Diagnosis ICD-10,T36.3,T36.3,Poisoning: Macrolides
diagnosis,Diagnosis ICD-10,T36.4,T36.4,Poisoning: Tetracyclines
diagnosis,Diagnosis ICD-10,T36.5,T36.5,Poisoning: Aminoglycosides
diagnosis,Diagnosis ICD-10,T36.6,T36.6,Poisoning: Rifamycins
diagnosis,Diagnosis ICD-10,T36.7,T36.7,"Poisoning: Antifungal antibiotics, systemically used"
diagnosis,Diagnosis ICD-10,T36.8,T36.8,Poisoning: Other systemic antibiotics
diagnosis,Diagnosis ICD-10,T36.9,T36.9,"Poisoning: Systemic antibiotic, unspecified"
diagnosis,Diagnosis ICD-10,T36,T36,Poisoning by systemic antibiotics
diagnosis,Diagnosis ICD-10,T37.%,T37.%,Poisoning by other systemic anti-infectives and antiparasitics
diagnosis,Diagnosis ICD-10,T37.0,T37.0,Poisoning: Sulfonamides
diagnosis,Diagnosis ICD-10,T37.1,T37.1,Poisoning: Antimycobacterial drugs
diagnosis,Diagnosis ICD-10,T37.2,T37.2,Poisoning: Antimalarials and drugs acting on other blood protozoa
diagnosis,Diagnosis ICD-10,T37.3,T37.3,Poisoning: Other antiprotozoal drugs
diagnosis,Diagnosis ICD-10,T37.4,T37.4,Poisoning: Anthelminthics
diagnosis,Diagnosis ICD-10,T37.5,T37.5,Poisoning: Antiviral drugs
diagnosis,Diagnosis ICD-10,T37.8,T37.8,Poisoning: Other specified systemic anti-infectives and antiparasitics
diagnosis,Diagnosis ICD-10,T37.9,T37.9,"Poisoning: Systemic anti-infective and antiparasitic, unspecified"
diagnosis,Diagnosis ICD-10,T37,T37,Poisoning by other systemic anti-infectives and antiparasitics
diagnosis,Diagnosis ICD-10,T38.%,T38.%,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T38.0,T38.0,Poisoning: Glucocorticoids and synthetic analogues
diagnosis,Diagnosis ICD-10,T38.1,T38.1,Poisoning: Thyroid hormones and substitutes
diagnosis,Diagnosis ICD-10,T38.2,T38.2,Poisoning: Antithyroid drugs
diagnosis,Diagnosis ICD-10,T38.3,T38.3,Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs
diagnosis,Diagnosis ICD-10,T38.4,T38.4,Poisoning: Oral contraceptives
diagnosis,Diagnosis ICD-10,T38.5,T38.5,Poisoning: Other estrogens and progestogens
diagnosis,Diagnosis ICD-10,T38.6,T38.6,"Poisoning: Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T38.7,T38.7,Poisoning: Androgens and anabolic congeners
diagnosis,Diagnosis ICD-10,T38.8,T38.8,Poisoning: Other and unspecified hormones and their synthetic substitutes
diagnosis,Diagnosis ICD-10,T38.9,T38.9,Poisoning: Other and unspecified hormone antagonists
diagnosis,Diagnosis ICD-10,T38,T38,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T39.%,T39.%,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
diagnosis,Diagnosis ICD-10,T39.0,T39.0,Poisoning: Salicylates
diagnosis,Diagnosis ICD-10,T39.1,T39.1,Poisoning: 4-Aminophenol derivatives
diagnosis,Diagnosis ICD-10,T39.2,T39.2,Poisoning: Pyrazolone derivatives
diagnosis,Diagnosis ICD-10,T39.3,T39.3,Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID]
diagnosis,Diagnosis ICD-10,T39.4,T39.4,"Poisoning: Antirheumatics, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T39.8,T39.8,"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T39.9,T39.9,"Poisoning: Nonopioid analgesic, antipyretic and antirheumatic, unspecified"
diagnosis,Diagnosis ICD-10,T39,T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
diagnosis,Diagnosis ICD-10,T40.%,T40.%,Poisoning by narcotics and psychodysleptics [hallucinogens]
diagnosis,Diagnosis ICD-10,T40.0,T40.0,Poisoning: Opium
diagnosis,Diagnosis ICD-10,T40.1,T40.1,Poisoning: Heroin
diagnosis,Diagnosis ICD-10,T40.2,T40.2,Poisoning: Other opioids
diagnosis,Diagnosis ICD-10,T40.3,T40.3,Poisoning: Methadone
diagnosis,Diagnosis ICD-10,T40.4,T40.4,Poisoning: Other synthetic narcotics
diagnosis,Diagnosis ICD-10,T40.5,T40.5,Poisoning: Cocaine
diagnosis,Diagnosis ICD-10,T40.6,T40.6,Poisoning: Other and unspecified narcotics
diagnosis,Diagnosis ICD-10,T40.7,T40.7,Poisoning: Cannabis (derivatives)
diagnosis,Diagnosis ICD-10,T40.8,T40.8,Poisoning: Lysergide [LSD]
diagnosis,Diagnosis ICD-10,T40.9,T40.9,Poisoning: Other and unspecified psychodysleptics [hallucinogens]
diagnosis,Diagnosis ICD-10,T40,T40,Poisoning by narcotics and psychodysleptics [hallucinogens]
diagnosis,Diagnosis ICD-10,T41.%,T41.%,Poisoning by anaesthetics and therapeutic gases
diagnosis,Diagnosis ICD-10,T41.0,T41.0,Poisoning: Inhaled anaesthetics
diagnosis,Diagnosis ICD-10,T41.1,T41.1,Poisoning: Intravenous anaesthetics
diagnosis,Diagnosis ICD-10,T41.2,T41.2,Poisoning: Other and unspecified general anaesthetics
diagnosis,Diagnosis ICD-10,T41.3,T41.3,Poisoning: Local anaesthetics
diagnosis,Diagnosis ICD-10,T41.4,T41.4,"Poisoning: Anaesthetic, unspecified"
diagnosis,Diagnosis ICD-10,T41.5,T41.5,Poisoning: Therapeutic gases
diagnosis,Diagnosis ICD-10,T41,T41,Poisoning by anaesthetics and therapeutic gases
diagnosis,Diagnosis ICD-10,T42.%,T42.%,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
diagnosis,Diagnosis ICD-10,T42.0,T42.0,Poisoning: Hydantoin derivatives
diagnosis,Diagnosis ICD-10,T42.1,T42.1,Poisoning: Iminostilbenes
diagnosis,Diagnosis ICD-10,T42.2,T42.2,Poisoning: Succinimides and oxazolidinediones
diagnosis,Diagnosis ICD-10,T42.3,T42.3,Poisoning: Barbiturates
diagnosis,Diagnosis ICD-10,T42.4,T42.4,Poisoning: Benzodiazepines
diagnosis,Diagnosis ICD-10,T42.5,T42.5,"Poisoning: Mixed antiepileptics, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T42.6,T42.6,Poisoning: Other antiepileptic and sedative-hypnotic drugs
diagnosis,Diagnosis ICD-10,T42.7,T42.7,"Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified"
diagnosis,Diagnosis ICD-10,T42.8,T42.8,Poisoning: Antiparkinsonism drugs and other central muscle-tone depressants
diagnosis,Diagnosis ICD-10,T42,T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
diagnosis,Diagnosis ICD-10,T43.%,T43.%,"Poisoning by psychotropic drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T43.0,T43.0,Poisoning: Tricyclic and tetracyclic antidepressants
diagnosis,Diagnosis ICD-10,T43.1,T43.1,Poisoning: Monoamine-oxidase-inhibitor antidepressants
diagnosis,Diagnosis ICD-10,T43.2,T43.2,Poisoning: Other and unspecified antidepressants
diagnosis,Diagnosis ICD-10,T43.3,T43.3,Poisoning: Phenothiazine antipsychotics and neuroleptics
diagnosis,Diagnosis ICD-10,T43.4,T43.4,Poisoning: Butyrophenone and thioxanthene neuroleptics
diagnosis,Diagnosis ICD-10,T43.5,T43.5,Poisoning: Other and unspecified antipsychotics and neuroleptics
diagnosis,Diagnosis ICD-10,T43.6,T43.6,Poisoning: Psychostimulants with abuse potential
diagnosis,Diagnosis ICD-10,T43.8,T43.8,"Poisoning: Other psychotropic drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T43.9,T43.9,"Poisoning: Psychotropic drug, unspecified"
diagnosis,Diagnosis ICD-10,T43,T43,"Poisoning by psychotropic drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.%,T44.%,Poisoning by drugs primarily affecting the autonomic nervous system
diagnosis,Diagnosis ICD-10,T44.0,T44.0,Poisoning: Anticholinesterase agents
diagnosis,Diagnosis ICD-10,T44.1,T44.1,Poisoning: Other parasympathomimetics [cholinergics]
diagnosis,Diagnosis ICD-10,T44.2,T44.2,"Poisoning: Ganglionic blocking drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.3,T44.3,"Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.4,T44.4,"Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.5,T44.5,"Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.6,T44.6,"Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.7,T44.7,"Poisoning: Beta-adrenoreceptor antagonists, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.8,T44.8,"Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T44.9,T44.9,Poisoning: Other and unspecified drugs primarily affecting the autonomic nervous system
diagnosis,Diagnosis ICD-10,T44,T44,Poisoning by drugs primarily affecting the autonomic nervous system
diagnosis,Diagnosis ICD-10,T45.%,T45.%,"Poisoning by primarily systemic and haematological agents, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T45.0,T45.0,Poisoning: Antiallergic and antiemetic drugs
diagnosis,Diagnosis ICD-10,T45.1,T45.1,Poisoning: Antineoplastic and immunosuppressive drugs
diagnosis,Diagnosis ICD-10,T45.2,T45.2,"Poisoning: Vitamins, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T45.3,T45.3,"Poisoning: Enzymes, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T45.4,T45.4,Poisoning: Iron and its compounds
diagnosis,Diagnosis ICD-10,T45.5,T45.5,Poisoning: Anticoagulants
diagnosis,Diagnosis ICD-10,T45.6,T45.6,Poisoning: Fibrinolysis-affecting drugs
diagnosis,Diagnosis ICD-10,T45.7,T45.7,"Poisoning: Anticoagulant antagonists, vitamin K and other coagulants"
diagnosis,Diagnosis ICD-10,T45.8,T45.8,Poisoning: Other primarily systemic and haematological agents
diagnosis,Diagnosis ICD-10,T45.9,T45.9,"Poisoning: Primarily systemic and haematological agent, unspecified"
diagnosis,Diagnosis ICD-10,T45,T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T46.%,T46.%,Poisoning by agents primarily affecting the cardiovascular system
diagnosis,Diagnosis ICD-10,T46.0,T46.0,Poisoning: Cardiac-stimulant glycosides and drugs of similar action
diagnosis,Diagnosis ICD-10,T46.1,T46.1,Poisoning: Calcium-channel blockers
diagnosis,Diagnosis ICD-10,T46.2,T46.2,"Poisoning: Other antidysrhythmic drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T46.3,T46.3,"Poisoning: Coronary vasodilators, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T46.4,T46.4,Poisoning: Angiotensin-converting-enzyme inhibitors
diagnosis,Diagnosis ICD-10,T46.5,T46.5,"Poisoning: Other antihypertensive drugs, not elsewhere classified"
diagnosis,Diagnosis ICD-10,T46.6,T46.6,Poisoning: Antihyperlipidaemic and antiarteriosclerotic drugs
diagnosis,Diagnosis ICD-10,T46.7,T46.7,Poisoning: Peripheral vasodilators
diagnosis,Diagnosis ICD-10,T46.8,T46.8,"Poisoning: Antivaricose drugs, including sclerosing agents"
diagnosis,Diagnosis ICD-10,T46.9,T46.9,Poisoning: Other and unspecified agents primarily affecting the cardiovascular system
diagnosis,Diagnosis ICD-10,T46,T46,Poisoning by agents primarily affecting the cardiovascular system
diagnosis,Diagnosis ICD-10,T47.%,T47.%,Poisoning by agents primarily affecting the gastrointestinal system
diagnosis,Diagnosis ICD-10,T47.0,T47.0,Poisoning: Histamine H 2 -receptor antagonists
diagnosis,Diagnosis ICD-10,T47.1,T47.1,Poisoning: Other antacids and anti-gastric-secretion drugs
diagnosis,Diagnosis ICD-10,T47.2,T47.2,Poisoning: Stimulant laxatives
diagnosis,Diagnosis ICD-10,T47.3,T47.3,Poisoning: Saline and osmotic laxatives
diagnosis,Diagnosis ICD-10,T47.4,T47.4,Poisoning: Other laxatives
diagnosis,Diagnosis ICD-10,T47.5,T47.5,Poisoning: Digestants
diagnosis,Diagnosis ICD-10,T47.6,T47.6,Poisoning: Antidiarrhoeal drugs
diagnosis,Diagnosis ICD-10,T47.7,T47.7,Poisoning: Emetics
diagnosis,Diagnosis ICD-10,T47.8,T47.8,Poisoning: Other agents primarily affecting the gastrointestinal system
diagnosis,Diagnosis ICD-10,T47.9,T47.9,"Poisoning: Agent primarily affecting the gastrointestinal system, unspecified"
diagnosis,Diagnosis ICD-10,T47,T47,Poisoning by agents primarily affecting the gastrointestinal system
diagnosis,Diagnosis ICD-10,T48.%,T48.%,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system
diagnosis,Diagnosis ICD-10,T48.0,T48.0,Poisoning: Oxytocic drugs
diagnosis,Diagnosis ICD-10,T48.1,T48.1,Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents]
diagnosis,Diagnosis ICD-10,T48.2,T48.2,Poisoning: Other and unspecified agents primarily acting on muscles
diagnosis,Diagnosis ICD-10,T48.3,T48.3,Poisoning: Antitussives
diagnosis,Diagnosis ICD-10,T48.4,T48.4,Poisoning: Expectorants
diagnosis,Diagnosis ICD-10,T48.5,T48.5,Poisoning: Anti-common-cold drugs
diagnosis,Diagnosis ICD-10,T48.6,T48.6,"Poisoning: Antiasthmatics, not elsewhere classified"
